VICTIM AGE,EDUCATION LEVEL,SOCIAL MEDIA PLATFORM,LOCATION (STATE),INCIDENT YEAR,TYPE OF HARASSMENT,DURATION (MONTHS),ACTION TAKEN,OUTCOME/RESULTS
21,Diploma,TikTok,Kuala Lumpur,2019,Indecent exposure,8,Reported to authorities,No action
23,Certification course,Instagram,Johor,2018,Requests for sex,6,Reported to authorities,still continues
25,Diploma,Tinder,Melaka,2018,Comments about physical appearance,7,Reported to platform,Warning issued
30,Secondary School,Tinder,Sabah,2021,discussing their own sex life,6,Reported to platform,No action
39,Bachelor's Degree,Facebook,Johor,2019,Spreading sexual rumours,10,Ignored,User banned
24,High School,Bumble,Sabah,2018,Unwanted flirting,10,Blocked user,still continues
34,Secondary School,Tinder,Kedah,2020,Offensive name-calling,2,Reported to platform,Warning issued
24,Diploma,TikTok,Kedah,2022,Be mindful of sharing personal information,8,Reported to authorities,Warning issued
43,Certification course,Instagram,Kedah,2018,Stalking,5,Ignored,still continues
34,Certification course,Twitter,Kelantan,2019,Threat,5,Reported to platform,Warning issued
41,No Formal Education,WhatsApp,Penang,2018,discussing their own sex life,12,Blocked user,User banned
37,Diploma,TikTok,Sabah,2019,Sexting,8,Ignored,still continues
28,Certification course,Bumble,Perak,2018,discussing their own sex life,5,Reported to platform,No action
27,Certification course,Other,Sabah,2022,Indecent exposure,11,Reported to platform,User banned
44,High School,Instagram,Perak,2019,Indecent exposure,12,Blocked user,User banned
18,Bachelor's Degree,Twitter,Kuala Lumpur,2018,Sharing explicit images without consent,4,Reported to platform,User banned
25,Bachelor's Degree,WhatsApp,Penang,2021,Sexting,3,Reported to platform,User banned
32,Diploma,Other,Kelantan,2018,Making sexual jokes,7,Reported to authorities,still continues
36,Diploma,TikTok,Melaka,2018,Stalking,10,Reported to authorities,No action
20,High School,WhatsApp,Sarawak,2022,Spreading sexual rumours,3,Blocked user,still continues
28,High School,Bumble,Perlis,2022,Threat,7,Ignored,User banned
20,No Formal Education,Tinder,Sabah,2018,Sexual photos,4,Ignored,No action
26,No Formal Education,Twitter,Selangor,2021,Offensive name-calling,4,Ignored,User banned
20,Secondary School,Instagram,Kelantan,2019,Comments about physical appearance,7,Reported to authorities,No action
31,Secondary School,Tinder,Kuala Lumpur,2021,discussing their own sex life,8,Reported to platform,User banned
41,Certification course,Facebook,Terengganu,2020,Stalking,7,Blocked user,still continues
23,No Formal Education,WhatsApp,Pahang,2021,Sexual photos,3,Blocked user,still continues
31,Diploma,WhatsApp,Kuala Lumpur,2020,Sexting,9,Reported to platform,still continues
28,Certification course,Twitter,Perak,2018,Requests for sex,5,Reported to platform,No action
42,Secondary School,TikTok,Selangor,2022,Sexual photos,8,Blocked user,still continues
20,High School,Tinder,Perlis,2020,Be mindful of sharing personal information,1,Reported to platform,User banned
40,Bachelor's Degree,Facebook,Negeri Sembilan,2018,Comments about physical appearance,7,Blocked user,still continues
45,Secondary School,Other,Penang,2019,Be mindful of sharing personal information,3,Reported to authorities,No action
42,No Formal Education,Tinder,Kelantan,2022,discussing their own sex life,11,Reported to platform,Warning issued
34,Diploma,WhatsApp,Sarawak,2020,Stalking,3,Reported to authorities,User banned
23,No Formal Education,Twitter,Sarawak,2021,Unwanted flirting,2,Reported to authorities,Warning issued
32,Certification course,Tinder,Perlis,2020,Be mindful of sharing personal information,4,Reported to authorities,User banned
43,Secondary School,Other,Kedah,2018,Comments about physical appearance,8,Ignored,No action
32,Certification course,TikTok,Negeri Sembilan,2018,Offensive name-calling,8,Reported to authorities,User banned
40,Diploma,Facebook,Sarawak,2019,Comments about physical appearance,4,Reported to platform,still continues
31,Diploma,Tinder,Kedah,2018,Making sexual jokes,3,Ignored,User banned
23,Certification course,Facebook,Perak,2020,Threat,7,Ignored,No action
38,Bachelor's Degree,Facebook,Penang,2019,Requests for sex,8,Blocked user,User banned
30,Certification course,Bumble,Perlis,2019,Threat,3,Blocked user,User banned
30,Certification course,Bumble,Selangor,2018,Threat,3,Reported to authorities,still continues
18,Bachelor's Degree,Instagram,Kelantan,2018,Be mindful of sharing personal information,12,Reported to platform,Warning issued
29,Secondary School,Twitter,Negeri Sembilan,2022,Requests for sex,6,Reported to platform,still continues
28,No Formal Education,Instagram,Kuala Lumpur,2019,Requests for sex,5,Reported to authorities,No action
36,Secondary School,Facebook,Perlis,2020,Indecent exposure,1,Reported to platform,still continues
26,Bachelor's Degree,Tinder,Penang,2019,Comments about physical appearance,4,Ignored,No action
34,Diploma,Twitter,Melaka,2019,Unwanted flirting,3,Ignored,still continues
37,Certification course,TikTok,Johor,2019,Sexting,7,Blocked user,No action
20,Diploma,TikTok,Kelantan,2022,Offensive name-calling,11,Reported to platform,No action
27,Diploma,Instagram,Melaka,2021,Offensive name-calling,5,Reported to platform,Warning issued
25,No Formal Education,Tinder,Terengganu,2021,Be mindful of sharing personal information,11,Reported to authorities,User banned
31,No Formal Education,Instagram,Melaka,2018,discussing their own sex life,7,Ignored,No action
31,High School,Other,Selangor,2019,Threat,4,Reported to authorities,still continues
26,No Formal Education,WhatsApp,Selangor,2020,Sexual photos,12,Reported to platform,User banned
21,Secondary School,Tinder,Terengganu,2021,Making sexual jokes,12,Blocked user,No action
23,Diploma,TikTok,Sabah,2021,Unwanted flirting,7,Ignored,User banned
33,No Formal Education,Other,Sabah,2021,Requests for sex,8,Ignored,No action
44,Secondary School,TikTok,Pahang,2019,Making sexual jokes,3,Blocked user,User banned
25,Secondary School,TikTok,Kelantan,2021,Sexual photos,9,Ignored,still continues
25,Bachelor's Degree,Bumble,Melaka,2021,Comments about physical appearance,6,Ignored,No action
37,Diploma,Facebook,Melaka,2018,Spreading sexual rumours,4,Reported to authorities,User banned
20,Certification course,WhatsApp,Melaka,2019,Stalking,1,Reported to platform,No action
20,Certification course,WhatsApp,Pahang,2019,discussing their own sex life,6,Blocked user,still continues
36,No Formal Education,Twitter,Penang,2022,Sexting,5,Reported to authorities,still continues
40,High School,TikTok,Sarawak,2018,Making sexual jokes,8,Reported to authorities,still continues
44,Diploma,Other,Kelantan,2018,Sharing explicit images without consent,2,Blocked user,still continues
41,Diploma,Tinder,Kuala Lumpur,2020,Sharing explicit images without consent,1,Reported to authorities,still continues
40,Bachelor's Degree,WhatsApp,Kuala Lumpur,2020,Stalking,7,Ignored,No action
45,High School,WhatsApp,Sarawak,2019,Making sexual jokes,12,Blocked user,User banned
30,Bachelor's Degree,Facebook,Kelantan,2019,Sharing explicit images without consent,12,Reported to platform,User banned
27,Secondary School,Bumble,Kelantan,2021,Comments about physical appearance,4,Blocked user,Warning issued
27,No Formal Education,WhatsApp,Sabah,2022,Sexual photos,7,Ignored,still continues
41,High School,WhatsApp,Pahang,2021,Making sexual jokes,5,Reported to authorities,Warning issued
37,Certification course,Tinder,Perlis,2021,Comments about physical appearance,5,Ignored,still continues
41,Certification course,Facebook,Pahang,2021,Sexual photos,1,Reported to platform,Warning issued
28,Bachelor's Degree,Tinder,Terengganu,2022,Spreading sexual rumours,10,Reported to platform,Warning issued
34,Bachelor's Degree,Instagram,Pahang,2020,Sexual photos,9,Ignored,still continues
45,No Formal Education,Other,Negeri Sembilan,2018,Making sexual jokes,2,Blocked user,still continues
38,Bachelor's Degree,Tinder,Negeri Sembilan,2020,Sexual photos,12,Reported to platform,Warning issued
42,High School,Facebook,Melaka,2022,Sexual photos,7,Reported to authorities,still continues
18,Secondary School,WhatsApp,Sabah,2018,Spreading sexual rumours,2,Blocked user,Warning issued
21,High School,Twitter,Johor,2018,Requests for sex,1,Reported to authorities,User banned
21,Certification course,Other,Kedah,2021,Comments about physical appearance,12,Ignored,No action
39,Certification course,WhatsApp,Kelantan,2019,Offensive name-calling,11,Blocked user,still continues
18,Certification course,Instagram,Pahang,2020,Requests for sex,12,Reported to platform,User banned
44,No Formal Education,Tinder,Kuala Lumpur,2018,Sexual photos,1,Ignored,still continues
22,Diploma,Bumble,Kedah,2021,Making sexual jokes,8,Ignored,still continues
45,No Formal Education,WhatsApp,Kelantan,2021,Be mindful of sharing personal information,8,Reported to authorities,Warning issued
45,High School,Instagram,Terengganu,2019,Requests for sex,9,Reported to authorities,User banned
29,No Formal Education,Other,Penang,2022,Stalking,8,Ignored,User banned
26,Bachelor's Degree,Facebook,Terengganu,2020,discussing their own sex life,12,Blocked user,Warning issued
30,Diploma,Other,Penang,2018,Indecent exposure,6,Reported to authorities,still continues
19,Secondary School,Twitter,Negeri Sembilan,2020,Making sexual jokes,3,Reported to authorities,User banned
30,Bachelor's Degree,Facebook,Selangor,2022,Spreading sexual rumours,2,Reported to platform,Warning issued
26,Diploma,Facebook,Terengganu,2022,Stalking,12,Reported to authorities,No action
37,No Formal Education,TikTok,Penang,2019,Making sexual jokes,2,Blocked user,Warning issued
44,Secondary School,Tinder,Melaka,2022,Sexting,4,Blocked user,User banned
20,High School,Instagram,Johor,2018,Making sexual jokes,8,Reported to authorities,User banned
41,Diploma,Other,Johor,2022,discussing their own sex life,10,Blocked user,still continues
39,Bachelor's Degree,WhatsApp,Kedah,2019,Sexual photos,4,Blocked user,still continues
36,Diploma,Tinder,Sarawak,2020,Requests for sex,2,Blocked user,Warning issued
42,Secondary School,Facebook,Kedah,2021,Offensive name-calling,9,Reported to platform,User banned
38,High School,Bumble,Sarawak,2022,Indecent exposure,1,Reported to authorities,Warning issued
45,Bachelor's Degree,WhatsApp,Sabah,2022,Spreading sexual rumours,4,Reported to platform,No action
39,Bachelor's Degree,TikTok,Kuala Lumpur,2019,Requests for sex,5,Blocked user,No action
36,High School,Bumble,Johor,2022,Stalking,5,Blocked user,User banned
30,Secondary School,Tinder,Negeri Sembilan,2022,Sexting,8,Blocked user,User banned
26,Secondary School,Instagram,Sarawak,2022,Threat,7,Blocked user,Warning issued
35,High School,Instagram,Sabah,2020,discussing their own sex life,11,Blocked user,still continues
19,No Formal Education,WhatsApp,Kelantan,2020,Sharing explicit images without consent,4,Blocked user,Warning issued
39,Bachelor's Degree,Twitter,Johor,2021,Offensive name-calling,9,Ignored,still continues
26,Certification course,Other,Johor,2020,Sharing explicit images without consent,3,Reported to authorities,No action
21,No Formal Education,WhatsApp,Kelantan,2021,Unwanted flirting,5,Reported to authorities,No action
31,Bachelor's Degree,Tinder,Negeri Sembilan,2019,Making sexual jokes,11,Blocked user,No action
41,Diploma,Other,Perlis,2021,Sharing explicit images without consent,3,Blocked user,Warning issued
41,Secondary School,TikTok,Johor,2020,Sexting,7,Reported to authorities,No action
24,No Formal Education,WhatsApp,Selangor,2021,Sexual photos,3,Reported to platform,Warning issued
26,Diploma,WhatsApp,Kelantan,2020,Threat,10,Reported to authorities,Warning issued
19,Certification course,Twitter,Johor,2020,Making sexual jokes,3,Ignored,Warning issued
26,Secondary School,TikTok,Sarawak,2021,Offensive name-calling,2,Blocked user,still continues
20,Secondary School,Other,Perlis,2021,Threat,1,Reported to platform,No action
45,Diploma,TikTok,Melaka,2022,Sharing explicit images without consent,10,Ignored,No action
27,High School,WhatsApp,Penang,2022,Indecent exposure,7,Blocked user,still continues
30,Certification course,WhatsApp,Kuala Lumpur,2022,Be mindful of sharing personal information,4,Ignored,No action
33,No Formal Education,Other,Perak,2020,Stalking,3,Reported to platform,No action
33,No Formal Education,TikTok,Pahang,2020,Requests for sex,9,Reported to authorities,User banned
41,Secondary School,Facebook,Terengganu,2022,Indecent exposure,7,Ignored,No action
33,Certification course,Other,Pahang,2020,Spreading sexual rumours,2,Reported to authorities,User banned
30,No Formal Education,Instagram,Negeri Sembilan,2022,discussing their own sex life,5,Blocked user,No action
40,No Formal Education,Tinder,Sarawak,2020,Making sexual jokes,10,Blocked user,User banned
27,Secondary School,TikTok,Kedah,2019,Comments about physical appearance,7,Blocked user,No action
44,No Formal Education,Instagram,Penang,2022,Indecent exposure,12,Reported to authorities,User banned
19,Diploma,Instagram,Melaka,2021,Unwanted flirting,7,Ignored,still continues
45,Diploma,Other,Selangor,2020,Offensive name-calling,3,Blocked user,No action
45,Secondary School,Twitter,Penang,2021,Stalking,8,Reported to authorities,Warning issued
21,Certification course,Other,Kelantan,2019,Be mindful of sharing personal information,4,Blocked user,User banned
21,Certification course,Bumble,Kuala Lumpur,2018,Requests for sex,8,Reported to authorities,Warning issued
20,High School,TikTok,Pahang,2020,Sexting,12,Reported to authorities,still continues
38,High School,Other,Kelantan,2018,Threat,3,Reported to authorities,No action
29,Secondary School,Other,Kelantan,2021,Sexting,10,Reported to platform,still continues
23,Diploma,Other,Melaka,2018,Sexting,6,Reported to authorities,Warning issued
42,Certification course,TikTok,Negeri Sembilan,2021,Spreading sexual rumours,9,Reported to authorities,No action
23,Secondary School,Other,Selangor,2018,Be mindful of sharing personal information,12,Blocked user,No action
38,Diploma,Instagram,Selangor,2021,Unwanted flirting,2,Reported to authorities,User banned
36,Bachelor's Degree,Tinder,Selangor,2019,Requests for sex,9,Reported to platform,User banned
36,High School,Instagram,Johor,2019,Unwanted flirting,2,Reported to authorities,still continues
39,No Formal Education,Twitter,Perak,2022,Spreading sexual rumours,1,Reported to authorities,still continues
25,Diploma,Instagram,Terengganu,2021,Offensive name-calling,1,Blocked user,still continues
20,Secondary School,Bumble,Terengganu,2020,Comments about physical appearance,10,Reported to platform,User banned
44,Secondary School,Facebook,Kuala Lumpur,2022,Unwanted flirting,6,Reported to authorities,User banned
43,High School,Twitter,Perak,2018,Offensive name-calling,6,Blocked user,No action
28,Diploma,TikTok,Penang,2021,Indecent exposure,12,Blocked user,Warning issued
35,Bachelor's Degree,Bumble,Kuala Lumpur,2022,discussing their own sex life,4,Blocked user,still continues
43,Bachelor's Degree,WhatsApp,Pahang,2020,Comments about physical appearance,1,Blocked user,still continues
18,Certification course,Twitter,Sarawak,2018,discussing their own sex life,12,Ignored,still continues
33,No Formal Education,Facebook,Kedah,2022,Sexual photos,2,Blocked user,User banned
24,High School,Facebook,Johor,2021,Unwanted flirting,6,Reported to authorities,User banned
27,Bachelor's Degree,Tinder,Johor,2018,Requests for sex,9,Reported to platform,Warning issued
26,Certification course,Facebook,Terengganu,2021,Indecent exposure,1,Blocked user,No action
32,Secondary School,WhatsApp,Pahang,2020,Comments about physical appearance,5,Blocked user,User banned
28,Secondary School,TikTok,Johor,2018,Comments about physical appearance,5,Blocked user,Warning issued
27,Diploma,Bumble,Perlis,2021,Stalking,11,Reported to platform,User banned
18,Diploma,Bumble,Selangor,2018,Sharing explicit images without consent,9,Reported to authorities,User banned
42,Secondary School,Bumble,Kedah,2018,Indecent exposure,12,Reported to platform,No action
39,Diploma,TikTok,Kelantan,2021,Comments about physical appearance,5,Blocked user,Warning issued
33,Bachelor's Degree,Facebook,Terengganu,2022,Comments about physical appearance,11,Ignored,No action
44,High School,Twitter,Perlis,2019,Sexting,5,Reported to authorities,Warning issued
23,Diploma,Twitter,Sabah,2020,Threat,6,Blocked user,User banned
24,High School,Other,Terengganu,2020,Sexting,11,Reported to platform,Warning issued
39,High School,TikTok,Selangor,2019,Spreading sexual rumours,2,Blocked user,User banned
40,Certification course,Twitter,Johor,2022,Be mindful of sharing personal information,11,Reported to platform,No action
44,No Formal Education,Twitter,Selangor,2021,Sharing explicit images without consent,10,Ignored,still continues
23,Bachelor's Degree,WhatsApp,Terengganu,2022,Sexting,4,Reported to authorities,still continues
31,Secondary School,Instagram,Terengganu,2019,Offensive name-calling,3,Reported to authorities,still continues
37,Certification course,TikTok,Perlis,2020,discussing their own sex life,3,Ignored,No action
18,No Formal Education,Facebook,Kelantan,2021,Sharing explicit images without consent,12,Reported to platform,Warning issued
34,Diploma,Bumble,Melaka,2020,Making sexual jokes,5,Ignored,Warning issued
36,Bachelor's Degree,WhatsApp,Perak,2019,Sexting,9,Ignored,No action
22,Certification course,Instagram,Terengganu,2018,Comments about physical appearance,5,Ignored,still continues
38,Bachelor's Degree,Tinder,Selangor,2022,Making sexual jokes,3,Blocked user,Warning issued
43,No Formal Education,Bumble,Negeri Sembilan,2020,Indecent exposure,9,Reported to platform,User banned
21,No Formal Education,TikTok,Johor,2022,Offensive name-calling,2,Reported to platform,still continues
37,No Formal Education,Tinder,Melaka,2018,Spreading sexual rumours,7,Reported to authorities,Warning issued
38,Secondary School,Facebook,Sabah,2020,Making sexual jokes,1,Reported to authorities,still continues
37,Diploma,WhatsApp,Pahang,2019,Offensive name-calling,8,Blocked user,still continues
38,Diploma,Other,Sabah,2018,Requests for sex,7,Blocked user,Warning issued
38,High School,Bumble,Negeri Sembilan,2019,Be mindful of sharing personal information,5,Reported to platform,No action
18,Diploma,Twitter,Sarawak,2022,Sexting,12,Ignored,User banned
45,Certification course,TikTok,Kelantan,2020,Threat,3,Reported to authorities,still continues
44,Secondary School,TikTok,Kelantan,2021,Making sexual jokes,1,Blocked user,User banned
40,No Formal Education,WhatsApp,Sarawak,2021,Making sexual jokes,9,Ignored,Warning issued
18,Secondary School,WhatsApp,Pahang,2022,Sexting,7,Reported to platform,No action
44,Secondary School,TikTok,Melaka,2021,Sexual photos,2,Ignored,No action
43,No Formal Education,Tinder,Johor,2020,Unwanted flirting,8,Blocked user,Warning issued
32,Diploma,WhatsApp,Melaka,2021,Making sexual jokes,10,Blocked user,User banned
39,No Formal Education,Instagram,Sabah,2020,Making sexual jokes,1,Reported to authorities,No action
21,Bachelor's Degree,Bumble,Johor,2019,Be mindful of sharing personal information,12,Blocked user,User banned
39,No Formal Education,WhatsApp,Sabah,2018,Sexting,10,Reported to authorities,still continues
44,High School,Bumble,Melaka,2020,Comments about physical appearance,5,Blocked user,No action
32,No Formal Education,WhatsApp,Melaka,2019,Indecent exposure,7,Reported to authorities,Warning issued
39,Certification course,TikTok,Melaka,2021,Offensive name-calling,9,Ignored,User banned
36,High School,Tinder,Kelantan,2018,Sexting,2,Reported to authorities,No action
44,High School,WhatsApp,Sabah,2019,Offensive name-calling,3,Ignored,No action
30,Diploma,Instagram,Pahang,2018,Requests for sex,1,Reported to authorities,still continues
32,Bachelor's Degree,Bumble,Perlis,2018,Sexting,12,Reported to authorities,No action
24,High School,Other,Selangor,2021,Sexting,3,Reported to platform,User banned
40,High School,Other,Perlis,2020,Sharing explicit images without consent,4,Ignored,still continues
27,Bachelor's Degree,Bumble,Negeri Sembilan,2018,Requests for sex,2,Reported to platform,still continues
25,No Formal Education,Twitter,Kedah,2019,Requests for sex,9,Blocked user,No action
25,Diploma,WhatsApp,Kelantan,2022,Unwanted flirting,12,Reported to authorities,User banned
28,High School,Tinder,Perak,2019,Comments about physical appearance,6,Blocked user,still continues
35,Bachelor's Degree,Instagram,Pahang,2021,Spreading sexual rumours,7,Reported to platform,still continues
43,High School,TikTok,Negeri Sembilan,2020,Unwanted flirting,1,Reported to platform,User banned
35,Certification course,Twitter,Melaka,2021,Threat,12,Reported to authorities,No action
28,Diploma,Facebook,Selangor,2018,Indecent exposure,7,Reported to authorities,No action
29,Secondary School,Other,Kuala Lumpur,2019,Sexual photos,9,Ignored,still continues
43,No Formal Education,Other,Penang,2021,Sexting,7,Reported to platform,User banned
32,No Formal Education,Other,Terengganu,2021,Offensive name-calling,3,Ignored,Warning issued
23,High School,Bumble,Terengganu,2019,discussing their own sex life,2,Reported to platform,User banned
25,Bachelor's Degree,Bumble,Kedah,2021,Threat,12,Blocked user,User banned
38,Bachelor's Degree,WhatsApp,Negeri Sembilan,2021,Stalking,12,Ignored,No action
32,Secondary School,Twitter,Kedah,2022,Spreading sexual rumours,11,Ignored,Warning issued
33,High School,Instagram,Terengganu,2018,Unwanted flirting,10,Reported to authorities,User banned
31,Diploma,Twitter,Kuala Lumpur,2022,Indecent exposure,12,Reported to platform,No action
41,No Formal Education,Bumble,Melaka,2022,Requests for sex,2,Blocked user,Warning issued
28,Secondary School,Other,Kuala Lumpur,2020,Threat,9,Reported to platform,still continues
20,Bachelor's Degree,Other,Negeri Sembilan,2019,Comments about physical appearance,1,Reported to platform,User banned
34,High School,TikTok,Perlis,2022,Be mindful of sharing personal information,5,Ignored,User banned
44,Certification course,Instagram,Terengganu,2019,Indecent exposure,8,Reported to platform,No action
24,High School,Other,Sarawak,2019,Unwanted flirting,3,Reported to platform,Warning issued
42,No Formal Education,WhatsApp,Pahang,2019,Be mindful of sharing personal information,12,Ignored,No action
45,High School,Other,Perak,2018,Making sexual jokes,7,Reported to platform,still continues
18,Bachelor's Degree,Tinder,Terengganu,2018,discussing their own sex life,11,Blocked user,still continues
36,No Formal Education,Facebook,Sabah,2019,Indecent exposure,1,Reported to platform,User banned
18,Secondary School,Instagram,Melaka,2020,Comments about physical appearance,12,Ignored,still continues
40,No Formal Education,Tinder,Negeri Sembilan,2021,Stalking,3,Reported to platform,No action
26,Bachelor's Degree,Facebook,Sarawak,2020,Requests for sex,5,Ignored,Warning issued
41,Bachelor's Degree,WhatsApp,Penang,2021,Sexual photos,1,Reported to authorities,User banned
21,High School,Facebook,Melaka,2021,Sexual photos,4,Blocked user,User banned
20,No Formal Education,Bumble,Kuala Lumpur,2019,Requests for sex,7,Ignored,No action
19,No Formal Education,Facebook,Kuala Lumpur,2019,Be mindful of sharing personal information,11,Reported to platform,still continues
22,Bachelor's Degree,Other,Melaka,2021,Spreading sexual rumours,6,Ignored,Warning issued
32,Secondary School,Bumble,Negeri Sembilan,2018,Sharing explicit images without consent,11,Reported to authorities,No action
38,Certification course,Instagram,Pahang,2018,Indecent exposure,12,Reported to authorities,No action
34,Secondary School,Bumble,Selangor,2019,Stalking,6,Blocked user,User banned
37,Secondary School,Twitter,Melaka,2018,Offensive name-calling,4,Reported to authorities,still continues
42,High School,TikTok,Kelantan,2019,Sharing explicit images without consent,4,Reported to authorities,still continues
43,High School,Other,Selangor,2018,Sexting,12,Reported to platform,User banned
28,Diploma,Instagram,Penang,2018,Requests for sex,3,Blocked user,User banned
21,High School,Other,Kedah,2020,Indecent exposure,8,Reported to authorities,No action
27,Certification course,Bumble,Kelantan,2018,Sexting,2,Blocked user,No action
44,Certification course,Tinder,Selangor,2021,Unwanted flirting,7,Reported to authorities,still continues
34,No Formal Education,Facebook,Sabah,2022,Comments about physical appearance,1,Blocked user,Warning issued
31,Secondary School,Other,Sarawak,2022,Offensive name-calling,10,Blocked user,still continues
22,High School,Twitter,Kedah,2019,Unwanted flirting,6,Reported to authorities,Warning issued
38,No Formal Education,Instagram,Kuala Lumpur,2021,Be mindful of sharing personal information,12,Reported to platform,User banned
43,Bachelor's Degree,Twitter,Perlis,2018,Making sexual jokes,1,Reported to authorities,No action
40,Secondary School,Other,Perlis,2018,Be mindful of sharing personal information,11,Reported to authorities,No action
35,Secondary School,TikTok,Kuala Lumpur,2019,Stalking,8,Ignored,No action
20,Secondary School,Twitter,Penang,2018,Unwanted flirting,7,Blocked user,still continues
38,No Formal Education,Other,Selangor,2022,Sexual photos,5,Reported to platform,No action
32,Bachelor's Degree,Other,Selangor,2019,Requests for sex,1,Ignored,User banned
38,Diploma,WhatsApp,Perlis,2018,discussing their own sex life,7,Reported to authorities,still continues
37,Diploma,Tinder,Johor,2021,Sexual photos,7,Reported to platform,Warning issued
34,Diploma,Facebook,Penang,2020,Making sexual jokes,9,Reported to authorities,still continues
28,Diploma,TikTok,Penang,2022,Unwanted flirting,2,Reported to authorities,still continues
44,Secondary School,Twitter,Kedah,2019,Spreading sexual rumours,2,Ignored,Warning issued
36,Certification course,Tinder,Terengganu,2018,Stalking,1,Reported to platform,User banned
27,Bachelor's Degree,WhatsApp,Selangor,2022,discussing their own sex life,1,Reported to platform,User banned
21,High School,Bumble,Kedah,2020,Threat,12,Blocked user,User banned
34,Bachelor's Degree,Instagram,Kuala Lumpur,2020,Sexting,5,Reported to authorities,User banned
38,High School,WhatsApp,Johor,2020,Requests for sex,4,Blocked user,still continues
23,Diploma,Bumble,Kedah,2019,Unwanted flirting,2,Reported to authorities,No action
44,Certification course,Facebook,Perak,2018,Indecent exposure,6,Ignored,No action
24,High School,Bumble,Sarawak,2018,Sexting,9,Blocked user,Warning issued
24,High School,Instagram,Melaka,2022,Offensive name-calling,10,Reported to platform,No action
37,High School,Tinder,Sabah,2018,Offensive name-calling,11,Reported to platform,Warning issued
38,No Formal Education,Tinder,Negeri Sembilan,2018,Threat,10,Reported to authorities,No action
44,Secondary School,Bumble,Sabah,2021,Sexual photos,12,Reported to platform,Warning issued
39,Secondary School,WhatsApp,Johor,2021,Requests for sex,2,Reported to platform,Warning issued
32,Certification course,Twitter,Johor,2018,Indecent exposure,12,Reported to authorities,still continues
32,Bachelor's Degree,Tinder,Penang,2018,discussing their own sex life,10,Reported to platform,No action
35,Secondary School,Instagram,Sarawak,2020,Sexual photos,12,Blocked user,User banned
41,Diploma,Other,Sarawak,2022,Threat,8,Ignored,Warning issued
24,Secondary School,Bumble,Melaka,2020,Comments about physical appearance,2,Ignored,Warning issued
18,No Formal Education,Bumble,Melaka,2019,Unwanted flirting,2,Blocked user,Warning issued
39,Diploma,Facebook,Kedah,2018,Comments about physical appearance,6,Blocked user,No action
36,No Formal Education,Instagram,Kuala Lumpur,2019,Sharing explicit images without consent,11,Reported to authorities,still continues
44,High School,Tinder,Kedah,2018,Stalking,9,Ignored,Warning issued
39,Diploma,Facebook,Penang,2022,Requests for sex,1,Blocked user,Warning issued
31,Diploma,TikTok,Terengganu,2020,discussing their own sex life,9,Blocked user,No action
43,Diploma,Facebook,Melaka,2021,Sharing explicit images without consent,6,Reported to authorities,User banned
31,No Formal Education,Twitter,Perlis,2022,Offensive name-calling,6,Ignored,User banned
24,Secondary School,Bumble,Penang,2021,Sexting,4,Ignored,No action
43,Diploma,Tinder,Perlis,2021,Making sexual jokes,10,Reported to platform,User banned
42,Diploma,Other,Perlis,2018,Making sexual jokes,2,Reported to authorities,still continues
32,High School,Other,Terengganu,2021,Be mindful of sharing personal information,4,Blocked user,still continues
18,No Formal Education,Bumble,Negeri Sembilan,2019,Making sexual jokes,7,Blocked user,Warning issued
41,High School,WhatsApp,Sabah,2020,Indecent exposure,1,Blocked user,No action
36,No Formal Education,Instagram,Kuala Lumpur,2022,Be mindful of sharing personal information,10,Reported to authorities,User banned
42,High School,Tinder,Kedah,2019,Sharing explicit images without consent,1,Reported to authorities,No action
19,Bachelor's Degree,Other,Pahang,2018,Requests for sex,3,Reported to authorities,still continues
41,High School,Twitter,Penang,2018,Sexting,4,Reported to authorities,No action
31,Diploma,Tinder,Sarawak,2018,Sexting,7,Blocked user,User banned
27,High School,Tinder,Sabah,2020,discussing their own sex life,3,Reported to platform,still continues
18,Diploma,Facebook,Negeri Sembilan,2021,Requests for sex,1,Reported to platform,User banned
30,Secondary School,Other,Perlis,2018,Sharing explicit images without consent,2,Reported to authorities,User banned
26,No Formal Education,Facebook,Selangor,2021,Unwanted flirting,9,Ignored,User banned
29,Secondary School,WhatsApp,Selangor,2019,Sexual photos,6,Ignored,No action
25,Diploma,Twitter,Terengganu,2018,Spreading sexual rumours,6,Blocked user,still continues
45,Diploma,Twitter,Kuala Lumpur,2021,Sexual photos,4,Blocked user,No action
38,Bachelor's Degree,Bumble,Negeri Sembilan,2018,Sexting,5,Blocked user,Warning issued
45,Certification course,Facebook,Sabah,2018,Indecent exposure,6,Blocked user,No action
19,No Formal Education,TikTok,Sarawak,2022,Offensive name-calling,11,Blocked user,still continues
44,Certification course,Bumble,Melaka,2021,Sexting,1,Ignored,Warning issued
31,Secondary School,Other,Kelantan,2019,Making sexual jokes,10,Ignored,still continues
31,Secondary School,Other,Perak,2021,Unwanted flirting,7,Ignored,Warning issued
45,No Formal Education,Twitter,Pahang,2021,Sexual photos,12,Reported to platform,No action
38,Certification course,Instagram,Perlis,2018,Unwanted flirting,3,Reported to platform,User banned
23,No Formal Education,Facebook,Pahang,2020,Offensive name-calling,2,Reported to authorities,Warning issued
41,Certification course,Twitter,Negeri Sembilan,2021,Offensive name-calling,1,Ignored,still continues
